Season,Unnamed: 0,Date,home,visitor,FT,hgoal,vgoal,hconf,vconf,totgoal,round,leg,hgoalaet,vgoalaet,hpen,vpen,hwins
2013,3617,2013-03-09,Vancouver Whitecaps,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,,h
2013,3618,2013-03-09,Chicago Fire,New England Revolution,0-1,0,1,East,East,1,regular,,,,,,a
2013,3619,2013-03-10,Portland Timbers,Montreal Impact,1-2,1,2,West,East,3,regular,,,,,,a
2013,3620,2013-03-10,Colorado Rapids,Philadelphia Union,1-2,1,2,West,East,3,regular,,,,,,a
2013,3621,2013-03-10,CD Chivas USA,FC Dallas,3-1,3,1,West,West,4,regular,,,,,,h
2013,3622,2013-03-11,San Jose Earthquakes,New York Red Bulls,2-1,2,1,West,East,3,regular,,,,,,h
2013,3623,2013-03-16,New York Red Bulls,DC United,0-0,0,0,East,East,0,regular,,,,,,t
2013,3624,2013-03-16,Sporting Kansas City,Chicago Fire,0-0,0,0,East,East,0,regular,,,,,,t
2013,3625,2013-03-16,Montreal Impact,Toronto FC,2-1,2,1,East,East,3,regular,,,,,,h
2013,3626,2013-03-16,Philadelphia Union,New England Revolution,1-0,1,0,East,East,1,regular,,,,,,h
2013,3627,2013-03-16,Columbus Crew,San Jose Earthquakes,1-1,1,1,East,West,2,regular,,,,,,t
2013,3628,2013-03-16,Real Salt Lake,Colorado Rapids,1-1,1,1,West,West,2,regular,,,,,,t
2013,3629,2013-03-16,Seattle Sounders,Portland Timbers,1-1,1,1,West,West,2,regular,,,,,,t
2013,3630,2013-03-17,FC Dallas,Houston Dynamo,3-2,3,2,West,East,5,regular,,,,,,h
2013,3631,2013-03-17,LA Galaxy,CD Chivas USA,1-1,1,1,West,West,2,regular,,,,,,t
2013,3632,2013-03-23,DC United,Columbus Crew,1-2,1,2,East,East,3,regular,,,,,,a
2013,3633,2013-03-23,New England Revolution,Sporting Kansas City,0-0,0,0,East,East,0,regular,,,,,,t
2013,3634,2013-03-23,Montreal Impact,New York Red Bulls,1-0,1,0,East,East,1,regular,,,,,,h
2013,3635,2013-03-23,FC Dallas,Real Salt Lake,2-0,2,0,West,West,2,regular,,,,,,h
2013,3636,2013-03-23,Houston Dynamo,Vancouver Whitecaps,2-1,2,1,East,West,3,regular,,,,,,h
2013,3637,2013-03-24,San Jose Earthquakes,Seattle Sounders,1-0,1,0,West,West,1,regular,,,,,,h
2013,3638,2013-03-24,LA Galaxy,Colorado Rapids,1-0,1,0,West,West,1,regular,,,,,,h
2013,3639,2013-03-24,Chicago Fire,CD Chivas USA,1-4,1,4,East,West,5,regular,,,,,,a
2013,3640,2013-03-30,Toronto FC,LA Galaxy,2-2,2,2,East,West,4,regular,,,,,,t
2013,3641,2013-03-30,New York Red Bulls,Philadelphia Union,2-1,2,1,East,East,3,regular,,,,,,h
2013,3642,2013-03-30,New England Revolution,FC Dallas,0-1,0,1,East,West,1,regular,,,,,,a
2013,3643,2013-03-30,Colorado Rapids,Portland Timbers,2-2,2,2,West,West,4,regular,,,,,,t
2013,3644,2013-03-30,Houston Dynamo,San Jose Earthquakes,2-0,2,0,East,West,2,regular,,,,,,h
2013,3645,2013-03-30,Sporting Kansas City,Montreal Impact,2-0,2,0,East,East,2,regular,,,,,,h
2013,3646,2013-03-30,Real Salt Lake,Seattle Sounders,2-1,2,1,West,West,3,regular,,,,,,h
2013,3647,2013-03-31,CD Chivas USA,Vancouver Whitecaps,2-1,2,1,West,West,3,regular,,,,,,h
2013,3648,2013-04-05,Sporting Kansas City,DC United,1-0,1,0,East,East,1,regular,,,,,,h
2013,3649,2013-04-06,Toronto FC,FC Dallas,2-2,2,2,East,West,4,regular,,,,,,t
2013,3650,2013-04-06,Columbus Crew,Philadelphia Union,1-1,1,1,East,East,2,regular,,,,,,t
2013,3651,2013-04-06,Colorado Rapids,Real Salt Lake,1-0,1,0,West,West,1,regular,,,,,,h
2013,3652,2013-04-07,San Jose Earthquakes,Vancouver Whitecaps,1-1,1,1,West,West,2,regular,,,,,,t
2013,3653,2013-04-07,Portland Timbers,Houston Dynamo,2-0,2,0,West,East,2,regular,,,,,,h
2013,3654,2013-04-07,Chicago Fire,New York Red Bulls,3-1,3,1,East,East,4,regular,,,,,,h
2013,3655,2013-04-13,Seattle Sounders,New England Revolution,0-0,0,0,West,East,0,regular,,,,,,t
2013,3656,2013-04-13,Philadelphia Union,Toronto FC,1-1,1,1,East,East,2,regular,,,,,,t
2013,3657,2013-04-13,Vancouver Whitecaps,Real Salt Lake,1-1,1,1,West,West,2,regular,,,,,,t
2013,3658,2013-04-13,DC United,New York Red Bulls,0-2,0,2,East,East,2,regular,,,,,,a
2013,3659,2013-04-13,FC Dallas,LA Galaxy,1-0,1,0,West,West,1,regular,,,,,,h
2013,3660,2013-04-14,CD Chivas USA,Colorado Rapids,0-1,0,1,West,West,1,regular,,,,,,a
2013,3661,2013-04-14,Montreal Impact,Columbus Crew,1-1,1,1,East,East,2,regular,,,,,,t
2013,3662,2013-04-14,Houston Dynamo,Chicago Fire,2-1,2,1,East,East,3,regular,,,,,,h
2013,3663,2013-04-15,Portland Timbers,San Jose Earthquakes,1-0,1,0,West,West,1,regular,,,,,,h
2013,3664,2013-04-17,New York Red Bulls,Sporting Kansas City,0-1,0,1,East,East,1,regular,,,,,,a
2013,3665,2013-04-20,Toronto FC,Houston Dynamo,1-1,1,1,East,East,2,regular,,,,,,t
2013,3666,2013-04-20,Colorado Rapids,Seattle Sounders,0-1,0,1,West,West,1,regular,,,,,,a
2013,3667,2013-04-20,New York Red Bulls,New England Revolution,4-1,4,1,East,East,5,regular,,,,,,h
2013,3668,2013-04-20,Chicago Fire,Columbus Crew,1-0,1,0,East,East,1,regular,,,,,,h
2013,3669,2013-04-20,FC Dallas,Vancouver Whitecaps,2-0,2,0,West,West,2,regular,,,,,,h
2013,3670,2013-04-20,Real Salt Lake,CD Chivas USA,1-0,1,0,West,West,1,regular,,,,,,h
2013,3671,2013-04-21,LA Galaxy,Sporting Kansas City,2-0,2,0,West,East,2,regular,,,,,,h
2013,3672,2013-04-21,DC United,Philadelphia Union,2-3,2,3,East,East,5,regular,,,,,,a
2013,3673,2013-04-22,San Jose Earthquakes,Portland Timbers,1-1,1,1,West,West,2,regular,,,,,,t
2013,3674,2013-04-27,Toronto FC,New York Red Bulls,1-2,1,2,East,East,3,regular,,,,,,a
2013,3675,2013-04-27,Montreal Impact,Chicago Fire,2-0,2,0,East,East,2,regular,,,,,,h
2013,3676,2013-04-27,Vancouver Whitecaps,FC Dallas,2-2,2,2,West,West,4,regular,,,,,,t
2013,3677,2013-04-27,New England Revolution,Philadelphia Union,2-0,2,0,East,East,2,regular,,,,,,h
2013,3678,2013-04-27,Columbus Crew,DC United,3-0,3,0,East,East,3,regular,,,,,,h
2013,3679,2013-04-27,Sporting Kansas City,Portland Timbers,2-3,2,3,East,West,5,regular,,,,,,a
2013,3680,2013-04-27,Real Salt Lake,LA Galaxy,0-2,0,2,West,West,2,regular,,,,,,a
2013,3681,2013-04-28,CD Chivas USA,San Jose Earthquakes,2-2,2,2,West,West,4,regular,,,,,,t
2013,3682,2013-04-28,Houston Dynamo,Colorado Rapids,1-1,1,1,East,West,2,regular,,,,,,t
2013,3683,2013-05-03,Portland Timbers,New England Revolution,0-0,0,0,West,East,0,regular,,,,,,t
2013,3684,2013-05-04,San Jose Earthquakes,Montreal Impact,2-2,2,2,West,East,4,regular,,,,,,t
2013,3685,2013-05-04,Philadelphia Union,Seattle Sounders,2-2,2,2,East,West,4,regular,,,,,,t
2013,3686,2013-05-04,Columbus Crew,New York Red Bulls,0-1,0,1,East,East,1,regular,,,,,,a
2013,3687,2013-05-04,Real Salt Lake,Vancouver Whitecaps,2-0,2,0,West,West,2,regular,,,,,,h
2013,3688,2013-05-04,Colorado Rapids,Toronto FC,1-0,1,0,West,East,1,regular,,,,,,h
2013,3689,2013-05-05,Sporting Kansas City,CD Chivas USA,4-0,4,0,East,West,4,regular,,,,,,h
2013,3690,2013-05-06,LA Galaxy,Houston Dynamo,0-1,0,1,West,East,1,regular,,,,,,a
2013,3691,2013-05-08,DC United,Houston Dynamo,0-4,0,4,East,East,4,regular,,,,,,a
2013,3692,2013-05-08,New York Red Bulls,Montreal Impact,2-1,2,1,East,East,3,regular,,,,,,h
2013,3693,2013-05-08,New England Revolution,Real Salt Lake,1-2,1,2,East,West,3,regular,,,,,,a
2013,3694,2013-05-08,Sporting Kansas City,Seattle Sounders,0-1,0,1,East,West,1,regular,,,,,,a
2013,3695,2013-05-08,FC Dallas,Portland Timbers,1-1,1,1,West,West,2,regular,,,,,,t
2013,3696,2013-05-09,San Jose Earthquakes,Toronto FC,2-1,2,1,West,East,3,regular,,,,,,h
2013,3697,2013-05-11,Chicago Fire,Philadelphia Union,0-1,0,1,East,East,1,regular,,,,,,a
2013,3698,2013-05-11,Montreal Impact,Real Salt Lake,3-2,3,2,East,West,5,regular,,,,,,h
2013,3699,2013-05-11,Seattle Sounders,San Jose Earthquakes,4-0,4,0,West,West,4,regular,,,,,,h
2013,3700,2013-05-11,Vancouver Whitecaps,LA Galaxy,3-1,3,1,West,West,4,regular,,,,,,h
2013,3701,2013-05-11,Columbus Crew,Colorado Rapids,0-2,0,2,East,West,2,regular,,,,,,a
2013,3702,2013-05-11,New England Revolution,New York Red Bulls,1-1,1,1,East,East,2,regular,,,,,,t
2013,3703,2013-05-11,FC Dallas,DC United,2-1,2,1,West,East,3,regular,,,,,,h
2013,3704,2013-05-12,Portland Timbers,CD Chivas USA,3-0,3,0,West,West,3,regular,,,,,,h
2013,3705,2013-05-12,Houston Dynamo,Sporting Kansas City,0-1,0,1,East,East,1,regular,,,,,,a
2013,3706,2013-05-15,Philadelphia Union,LA Galaxy,1-4,1,4,East,West,5,regular,,,,,,a
2013,3707,2013-05-18,Toronto FC,Columbus Crew,0-1,0,1,East,East,1,regular,,,,,,a
2013,3708,2013-05-18,Vancouver Whitecaps,Portland Timbers,2-2,2,2,West,West,4,regular,,,,,,t
2013,3709,2013-05-18,Philadelphia Union,Chicago Fire,1-0,1,0,East,East,1,regular,,,,,,h
2013,3710,2013-05-18,Houston Dynamo,New England Revolution,0-2,0,2,East,East,2,regular,,,,,,a
2013,3711,2013-05-19,Seattle Sounders,FC Dallas,4-2,4,2,West,West,6,regular,,,,,,h
2013,3712,2013-05-19,San Jose Earthquakes,Colorado Rapids,1-1,1,1,West,West,2,regular,,,,,,t
2013,3713,2013-05-19,New York Red Bulls,LA Galaxy,1-0,1,0,East,West,1,regular,,,,,,h
2013,3714,2013-05-19,DC United,Sporting Kansas City,1-1,1,1,East,East,2,regular,,,,,,t
2013,3715,2013-05-20,CD Chivas USA,Real Salt Lake,1-4,1,4,West,West,5,regular,,,,,,a
2013,3716,2013-05-25,Montreal Impact,Philadelphia Union,5-3,5,3,East,East,8,regular,,,,,,h
2013,3717,2013-05-25,DC United,Portland Timbers,0-2,0,2,East,West,2,regular,,,,,,a
2013,3718,2013-05-25,New England Revolution,Toronto FC,2-0,2,0,East,East,2,regular,,,,,,h
2013,3719,2013-05-25,FC Dallas,San Jose Earthquakes,1-0,1,0,West,West,1,regular,,,,,,h
2013,3720,2013-05-25,Real Salt Lake,Chicago Fire,1-1,1,1,West,East,2,regular,,,,,,t
2013,3721,2013-05-25,Colorado Rapids,CD Chivas USA,2-0,2,0,West,West,2,regular,,,,,,h
2013,3722,2013-05-26,Sporting Kansas City,Houston Dynamo,1-1,1,1,East,East,2,regular,,,,,,t
2013,3723,2013-05-26,New York Red Bulls,Columbus Crew,2-2,2,2,East,East,4,regular,,,,,,t
2013,3724,2013-05-27,LA Galaxy,Seattle Sounders,4-0,4,0,West,West,4,regular,,,,,,h
2013,3725,2013-06-01,Toronto FC,Philadelphia Union,1-1,1,1,East,East,2,regular,,,,,,t
2013,3726,2013-06-01,New York Red Bulls,Vancouver Whitecaps,1-2,1,2,East,West,3,regular,,,,,,a
2013,3727,2013-06-01,Columbus Crew,Houston Dynamo,1-1,1,1,East,East,2,regular,,,,,,t
2013,3728,2013-06-01,Sporting Kansas City,Montreal Impact,1-2,1,2,East,East,3,regular,,,,,,a
2013,3729,2013-06-01,Colorado Rapids,FC Dallas,2-2,2,2,West,West,4,regular,,,,,,t
2013,3730,2013-06-01,Real Salt Lake,San Jose Earthquakes,3-0,3,0,West,West,3,regular,,,,,,h
2013,3731,2013-06-02,CD Chivas USA,Seattle Sounders,0-2,0,2,West,West,2,regular,,,,,,a
2013,3732,2013-06-02,New England Revolution,LA Galaxy,5-0,5,0,East,West,5,regular,,,,,,h
2013,3733,2013-06-02,Chicago Fire,DC United,2-0,2,0,East,East,2,regular,,,,,,h
2013,3734,2013-06-05,Philadelphia Union,Columbus Crew,3-0,3,0,East,East,3,regular,,,,,,h
2013,3735,2013-06-08,New England Revolution,DC United,0-0,0,0,East,East,0,regular,,,,,,t
2013,3736,2013-06-08,Chicago Fire,Portland Timbers,2-2,2,2,East,West,4,regular,,,,,,t
2013,3737,2013-06-08,Real Salt Lake,LA Galaxy,3-1,3,1,West,West,4,regular,,,,,,h
2013,3738,2013-06-09,Seattle Sounders,Vancouver Whitecaps,3-2,3,2,West,West,5,regular,,,,,,h
2013,3739,2013-06-15,Portland Timbers,FC Dallas,1-0,1,0,West,West,1,regular,,,,,,h
2013,3740,2013-06-15,DC United,Toronto FC,1-2,1,2,East,East,3,regular,,,,,,a
2013,3741,2013-06-15,Columbus Crew,Montreal Impact,2-0,2,0,East,East,2,regular,,,,,,h
2013,3742,2013-06-15,Colorado Rapids,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,,a
2013,3743,2013-06-16,Vancouver Whitecaps,New England Revolution,4-3,4,3,West,East,7,regular,,,,,,h
2013,3744,2013-06-19,Montreal Impact,Houston Dynamo,2-0,2,0,East,East,2,regular,,,,,,h
2013,3745,2013-06-19,Chicago Fire,Colorado Rapids,2-1,2,1,East,West,3,regular,,,,,,h
2013,3746,2013-06-20,Vancouver Whitecaps,CD Chivas USA,3-1,3,1,West,West,4,regular,,,,,,h
2013,3747,2013-06-20,LA Galaxy,Portland Timbers,0-0,0,0,West,West,0,regular,,,,,,t
2013,3748,2013-06-22,DC United,San Jose Earthquakes,1-0,1,0,East,West,1,regular,,,,,,h
2013,3749,2013-06-22,Columbus Crew,Chicago Fire,1-2,1,2,East,East,3,regular,,,,,,a
2013,3750,2013-06-22,FC Dallas,Sporting Kansas City,2-2,2,2,West,East,4,regular,,,,,,t
2013,3751,2013-06-22,Houston Dynamo,Toronto FC,0-0,0,0,East,East,0,regular,,,,,,t
2013,3752,2013-06-22,Real Salt Lake,Seattle Sounders,2-0,2,0,West,West,2,regular,,,,,,h
2013,3753,2013-06-23,Philadelphia Union,New York Red Bulls,3-0,3,0,East,East,3,regular,,,,,,h
2013,3754,2013-06-23,Portland Timbers,Colorado Rapids,3-0,3,0,West,West,3,regular,,,,,,h
2013,3755,2013-06-24,CD Chivas USA,LA Galaxy,0-1,0,1,West,West,1,regular,,,,,,a
2013,3756,2013-06-29,Toronto FC,Real Salt Lake,0-1,0,1,East,West,1,regular,,,,,,a
2013,3757,2013-06-29,Philadelphia Union,FC Dallas,2-2,2,2,East,West,4,regular,,,,,,t
2013,3758,2013-06-29,Montreal Impact,Colorado Rapids,3-4,3,4,East,West,7,regular,,,,,,a
2013,3759,2013-06-29,DC United,Vancouver Whitecaps,0-1,0,1,East,West,1,regular,,,,,,a
2013,3760,2013-06-29,Sporting Kansas City,Columbus Crew,3-2,3,2,East,East,5,regular,,,,,,h
2013,3761,2013-06-30,San Jose Earthquakes,LA Galaxy,3-2,3,2,West,West,5,regular,,,,,,h
2013,3762,2013-06-30,CD Chivas USA,New England Revolution,1-1,1,1,West,East,2,regular,,,,,,t
2013,3763,2013-06-30,New York Red Bulls,Houston Dynamo,2-0,2,0,East,East,2,regular,,,,,,h
2013,3764,2013-07-03,Toronto FC,Montreal Impact,3-3,3,3,East,East,6,regular,,,,,,t
2013,3765,2013-07-03,Chicago Fire,San Jose Earthquakes,3-2,3,2,East,West,5,regular,,,,,,h
2013,3766,2013-07-03,Sporting Kansas City,Vancouver Whitecaps,1-1,1,1,East,West,2,regular,,,,,,t
2013,3767,2013-07-04,Real Salt Lake,Philadelphia Union,2-2,2,2,West,East,4,regular,,,,,,t
2013,3768,2013-07-04,Seattle Sounders,DC United,2-0,2,0,West,East,2,regular,,,,,,h
2013,3769,2013-07-04,FC Dallas,CD Chivas USA,0-0,0,0,West,West,0,regular,,,,,,t
2013,3770,2013-07-04,Colorado Rapids,New York Red Bulls,2-0,2,0,West,East,2,regular,,,,,,h
2013,3771,2013-07-05,LA Galaxy,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,,h
2013,3772,2013-07-06,New England Revolution,San Jose Earthquakes,2-0,2,0,East,West,2,regular,,,,,,h
2013,3773,2013-07-06,Houston Dynamo,Philadelphia Union,1-0,1,0,East,East,1,regular,,,,,,h
2013,3774,2013-07-07,Vancouver Whitecaps,Seattle Sounders,2-0,2,0,West,West,2,regular,,,,,,h
2013,3775,2013-07-07,Chicago Fire,Sporting Kansas City,1-2,1,2,East,East,3,regular,,,,,,a
2013,3776,2013-07-07,Columbus Crew,Portland Timbers,1-0,1,0,East,West,1,regular,,,,,,h
2013,3777,2013-07-07,Montreal Impact,CD Chivas USA,1-1,1,1,East,West,2,regular,,,,,,t
2013,3778,2013-07-07,Colorado Rapids,DC United,0-0,0,0,West,East,0,regular,,,,,,t
2013,3779,2013-07-08,LA Galaxy,FC Dallas,2-0,2,0,West,West,2,regular,,,,,,h
2013,3780,2013-07-12,Philadelphia Union,CD Chivas USA,3-1,3,1,East,West,4,regular,,,,,,h
2013,3781,2013-07-13,New York Red Bulls,Montreal Impact,4-0,4,0,East,East,4,regular,,,,,,h
2013,3782,2013-07-13,New England Revolution,Houston Dynamo,1-2,1,2,East,East,3,regular,,,,,,a
2013,3783,2013-07-13,Sporting Kansas City,Toronto FC,3-0,3,0,East,East,3,regular,,,,,,h
2013,3784,2013-07-13,FC Dallas,Real Salt Lake,0-3,0,3,West,West,3,regular,,,,,,a
2013,3785,2013-07-14,San Jose Earthquakes,Seattle Sounders,1-0,1,0,West,West,1,regular,,,,,,h
2013,3786,2013-07-14,Portland Timbers,LA Galaxy,2-1,2,1,West,West,3,regular,,,,,,h
2013,3787,2013-07-14,Vancouver Whitecaps,Chicago Fire,3-1,3,1,West,East,4,regular,,,,,,h
2013,3788,2013-07-17,Colorado Rapids,New England Revolution,2-1,2,1,West,East,3,regular,,,,,,h
2013,3789,2013-07-18,CD Chivas USA,Toronto FC,1-0,1,0,West,East,1,regular,,,,,,h
2013,3790,2013-07-20,Toronto FC,New York Red Bulls,0-0,0,0,East,East,0,regular,,,,,,t
2013,3791,2013-07-20,Seattle Sounders,Colorado Rapids,1-1,1,1,West,West,2,regular,,,,,,t
2013,3792,2013-07-20,Montreal Impact,FC Dallas,0-0,0,0,East,West,0,regular,,,,,,t
2013,3793,2013-07-20,Philadelphia Union,Portland Timbers,0-0,0,0,East,West,0,regular,,,,,,t
2013,3794,2013-07-20,Columbus Crew,New England Revolution,0-2,0,2,East,East,2,regular,,,,,,a
2013,3795,2013-07-20,Chicago Fire,DC United,4-1,4,1,East,East,5,regular,,,,,,h
2013,3796,2013-07-21,Real Salt Lake,Sporting Kansas City,1-2,1,2,West,East,3,regular,,,,,,a
2013,3797,2013-07-21,LA Galaxy,Vancouver Whitecaps,2-1,2,1,West,West,3,regular,,,,,,h
2013,3798,2013-07-27,Toronto FC,Columbus Crew,2-1,2,1,East,East,3,regular,,,,,,h
2013,3799,2013-07-27,Montreal Impact,Sporting Kansas City,1-0,1,0,East,East,1,regular,,,,,,h
2013,3800,2013-07-27,Vancouver Whitecaps,Philadelphia Union,0-1,0,1,West,East,1,regular,,,,,,a
2013,3801,2013-07-27,New York Red Bulls,Real Salt Lake,4-3,4,3,East,West,7,regular,,,,,,h
2013,3802,2013-07-27,DC United,New England Revolution,1-2,1,2,East,East,3,regular,,,,,,a
2013,3803,2013-07-27,Colorado Rapids,LA Galaxy,2-0,2,0,West,West,2,regular,,,,,,h
2013,3804,2013-07-27,Houston Dynamo,Chicago Fire,1-1,1,1,East,East,2,regular,,,,,,t
2013,3805,2013-07-28,San Jose Earthquakes,Portland Timbers,2-1,2,1,West,West,3,regular,,,,,,h
2013,3806,2013-07-29,Seattle Sounders,CD Chivas USA,2-1,2,1,West,West,3,regular,,,,,,h
2013,3807,2013-08-03,Sporting Kansas City,New York Red Bulls,2-3,2,3,East,East,5,regular,,,,,,a
2013,3808,2013-08-03,DC United,Montreal Impact,3-1,3,1,East,East,4,regular,,,,,,h
2013,3809,2013-08-03,Philadelphia Union,Chicago Fire,1-2,1,2,East,East,3,regular,,,,,,a
2013,3810,2013-08-03,Colorado Rapids,Real Salt Lake,2-2,2,2,West,West,4,regular,,,,,,t
2013,3811,2013-08-03,Houston Dynamo,Columbus Crew,3-1,3,1,East,East,4,regular,,,,,,h
2013,3812,2013-08-04,San Jose Earthquakes,CD Chivas USA,2-0,2,0,West,West,2,regular,,,,,,h
2013,3813,2013-08-04,Seattle Sounders,FC Dallas,3-0,3,0,West,West,3,regular,,,,,,h
2013,3814,2013-08-04,Portland Timbers,Vancouver Whitecaps,1-1,1,1,West,West,2,regular,,,,,,t
2013,3815,2013-08-04,New England Revolution,Toronto FC,0-1,0,1,East,East,1,regular,,,,,,a
2013,3816,2013-08-10,Toronto FC,Seattle Sounders,1-2,1,2,East,West,3,regular,,,,,,a
2013,3817,2013-08-10,Vancouver Whitecaps,San Jose Earthquakes,2-0,2,0,West,West,2,regular,,,,,,h
2013,3818,2013-08-10,Columbus Crew,New York Red Bulls,2-0,2,0,East,East,2,regular,,,,,,h
2013,3819,2013-08-10,Philadelphia Union,DC United,2-0,2,0,East,East,2,regular,,,,,,h
2013,3820,2013-08-10,Sporting Kansas City,New England Revolution,3-0,3,0,East,East,3,regular,,,,,,h
2013,3821,2013-08-10,Chicago Fire,Montreal Impact,2-1,2,1,East,East,3,regular,,,,,,h
2013,3822,2013-08-10,Real Salt Lake,Houston Dynamo,1-0,1,0,West,East,1,regular,,,,,,h
2013,3823,2013-08-11,FC Dallas,LA Galaxy,3-3,3,3,West,West,6,regular,,,,,,t
2013,3824,2013-08-12,CD Chivas USA,Colorado Rapids,1-1,1,1,West,West,2,regular,,,,,,t
2013,3825,2013-08-17,Montreal Impact,DC United,2-1,2,1,East,East,3,regular,,,,,,h
2013,3826,2013-08-17,New England Revolution,Chicago Fire,2-0,2,0,East,East,2,regular,,,,,,h
2013,3827,2013-08-17,Columbus Crew,Toronto FC,2-0,2,0,East,East,2,regular,,,,,,h
2013,3828,2013-08-17,New York Red Bulls,Philadelphia Union,0-0,0,0,East,East,0,regular,,,,,,t
2013,3829,2013-08-17,Houston Dynamo,Seattle Sounders,3-1,3,1,East,West,4,regular,,,,,,h
2013,3830,2013-08-17,Colorado Rapids,Vancouver Whitecaps,2-0,2,0,West,West,2,regular,,,,,,h
2013,3831,2013-08-18,LA Galaxy,Real Salt Lake,4-2,4,2,West,West,6,regular,,,,,,h
2013,3832,2013-08-18,Portland Timbers,FC Dallas,2-1,2,1,West,West,3,regular,,,,,,h
2013,3833,2013-08-19,San Jose Earthquakes,Sporting Kansas City,1-0,1,0,West,East,1,regular,,,,,,h
2013,3834,2013-08-22,CD Chivas USA,FC Dallas,1-3,1,3,West,West,4,regular,,,,,,a
2013,3835,2013-08-22,Portland Timbers,Real Salt Lake,3-3,3,3,West,West,6,regular,,,,,,t
2013,3836,2013-08-23,Chicago Fire,Sporting Kansas City,1-0,1,0,East,East,1,regular,,,,,,h
2013,3837,2013-08-24,Montreal Impact,Houston Dynamo,5-0,5,0,East,East,5,regular,,,,,,h
2013,3838,2013-08-24,DC United,Toronto FC,1-1,1,1,East,East,2,regular,,,,,,t
2013,3839,2013-08-24,Vancouver Whitecaps,LA Galaxy,0-1,0,1,West,West,1,regular,,,,,,a
2013,3840,2013-08-24,FC Dallas,San Jose Earthquakes,2-2,2,2,West,West,4,regular,,,,,,t
2013,3841,2013-08-24,Real Salt Lake,Columbus Crew,4-0,4,0,West,East,4,regular,,,,,,h
2013,3842,2013-08-25,CD Chivas USA,New York Red Bulls,3-2,3,2,West,East,5,regular,,,,,,h
2013,3843,2013-08-25,New England Revolution,Philadelphia Union,5-1,5,1,East,East,6,regular,,,,,,h
2013,3844,2013-08-26,Seattle Sounders,Portland Timbers,1-0,1,0,West,West,1,regular,,,,,,h
2013,3845,2013-08-30,Toronto FC,New England Revolution,1-1,1,1,East,East,2,regular,,,,,,t
2013,3846,2013-08-31,Real Salt Lake,Portland Timbers,4-2,4,2,West,West,6,regular,,,,,,h
2013,3847,2013-08-31,Philadelphia Union,Montreal Impact,0-0,0,0,East,East,0,regular,,,,,,t
2013,3848,2013-08-31,New York Red Bulls,DC United,2-1,2,1,East,East,3,regular,,,,,,h
2013,3849,2013-08-31,Sporting Kansas City,Colorado Rapids,2-1,2,1,East,West,3,regular,,,,,,h
2013,3850,2013-08-31,Columbus Crew,Seattle Sounders,0-1,0,1,East,West,1,regular,,,,,,a
2013,3851,2013-09-01,LA Galaxy,San Jose Earthquakes,3-0,3,0,West,West,3,regular,,,,,,h
2013,3852,2013-09-01,Chicago Fire,Houston Dynamo,1-1,1,1,East,East,2,regular,,,,,,t
2013,3853,2013-09-01,Vancouver Whitecaps,CD Chivas USA,2-2,2,2,West,West,4,regular,,,,,,t
2013,3854,2013-09-04,Columbus Crew,Houston Dynamo,2-0,2,0,East,East,2,regular,,,,,,h
2013,3855,2013-09-05,Seattle Sounders,CD Chivas USA,1-0,1,0,West,West,1,regular,,,,,,h
2013,3856,2013-09-07,FC Dallas,Vancouver Whitecaps,3-1,3,1,West,West,4,regular,,,,,,h
2013,3857,2013-09-07,Sporting Kansas City,Columbus Crew,3-0,3,0,East,East,3,regular,,,,,,h
2013,3858,2013-09-08,Seattle Sounders,Chicago Fire,2-1,2,1,West,East,3,regular,,,,,,h
2013,3859,2013-09-08,LA Galaxy,Colorado Rapids,0-1,0,1,West,West,1,regular,,,,,,a
2013,3860,2013-09-08,Portland Timbers,Toronto FC,4-0,4,0,West,East,4,regular,,,,,,h
2013,3861,2013-09-08,Houston Dynamo,New York Red Bulls,1-4,1,4,East,East,5,regular,,,,,,a
2013,3862,2013-09-08,New England Revolution,Montreal Impact,2-4,2,4,East,East,6,regular,,,,,,a
2013,3863,2013-09-08,CD Chivas USA,DC United,1-0,1,0,West,East,1,regular,,,,,,h
2013,3864,2013-09-09,San Jose Earthquakes,Philadelphia Union,1-0,1,0,West,East,1,regular,,,,,,h
2013,3865,2013-09-11,Toronto FC,Chicago Fire,1-1,1,1,East,East,2,regular,,,,,,t
2013,3866,2013-09-14,Seattle Sounders,Real Salt Lake,2-0,2,0,West,West,2,regular,,,,,,h
2013,3867,2013-09-14,Montreal Impact,Columbus Crew,1-2,1,2,East,East,3,regular,,,,,,a
2013,3868,2013-09-14,DC United,LA Galaxy,2-2,2,2,East,West,4,regular,,,,,,t
2013,3869,2013-09-14,New York Red Bulls,Toronto FC,2-0,2,0,East,East,2,regular,,,,,,h
2013,3870,2013-09-14,Philadelphia Union,Houston Dynamo,0-1,0,1,East,East,1,regular,,,,,,a
2013,3871,2013-09-14,Chicago Fire,New England Revolution,3-2,3,2,East,East,5,regular,,,,,,h
2013,3872,2013-09-14,Colorado Rapids,FC Dallas,2-1,2,1,West,West,3,regular,,,,,,h
2013,3873,2013-09-15,CD Chivas USA,Portland Timbers,1-1,1,1,West,West,2,regular,,,,,,t
