Season,Unnamed: 0,Date,home,visitor,FT,hgoal,vgoal,hconf,vconf,totgoal,round,leg,hgoalaet,vgoalaet,hpen,vpen,hwins
1997,258,1997-07-04,Colorado Rapids,San Jose Earthquakes,3-1,3,1,West,West,4,regular,,,,,,h
1997,259,1997-07-04,LA Galaxy,New England Revolution,2-0,2,0,West,East,2,regular,,,,,,h
1997,260,1997-07-06,DC United,Tampa Bay Mutiny,3-2,3,2,East,East,5,regular,,,,,,h
1997,261,1997-07-06,Sporting Kansas City,FC Dallas,1-3,1,3,West,West,4,regular,,,,,,a
1997,262,1997-07-06,San Jose Earthquakes,New England Revolution,3-2,3,2,West,East,5,regular,,,,,,h
1997,263,1997-07-12,New England Revolution,Sporting Kansas City,2-0,2,0,East,West,2,regular,,,,,,h
1997,264,1997-07-12,LA Galaxy,DC United,3-1,3,1,West,East,4,regular,,,,,,h
1997,265,1997-07-13,Columbus Crew,FC Dallas,1-2,1,2,East,West,3,regular,,,,,,a
1997,266,1997-07-13,New York Red Bulls,Colorado Rapids,4-1,4,1,East,West,5,regular,,,,,,h
1997,267,1997-07-13,San Jose Earthquakes,Tampa Bay Mutiny,2-3,2,3,West,East,5,regular,,,,,,a
1997,268,1997-07-18,New England Revolution,Tampa Bay Mutiny,4-2,4,2,East,East,6,regular,,,,,,h
1997,269,1997-07-18,FC Dallas,San Jose Earthquakes,3-1,3,1,West,West,4,regular,,,,,,h
1997,270,1997-07-19,Sporting Kansas City,DC United,3-2,3,2,West,East,5,regular,,,,,,h
1997,271,1997-07-20,New York Red Bulls,LA Galaxy,0-4,0,4,East,West,4,regular,,,,,,a
1997,272,1997-07-20,Columbus Crew,New England Revolution,1-0,1,0,East,East,1,regular,,,,,,h
1997,273,1997-07-20,Tampa Bay Mutiny,San Jose Earthquakes,3-1,3,1,East,West,4,regular,,,,,,h
1997,274,1997-07-20,Colorado Rapids,FC Dallas,2-4,2,4,West,West,6,regular,,,,,,a
1997,275,1997-07-25,DC United,Columbus Crew,2-1,2,1,East,East,3,regular,,,,,,h
1997,276,1997-07-25,FC Dallas,LA Galaxy,0-3,0,3,West,West,3,regular,,,,,,a
1997,277,1997-07-25,San Jose Earthquakes,Colorado Rapids,1-2,1,2,West,West,3,regular,,,,,,a
1997,278,1997-07-26,Sporting Kansas City,New England Revolution,1-0,1,0,West,East,1,regular,,,,,,h
1997,279,1997-07-27,Columbus Crew,Tampa Bay Mutiny,0-1,0,1,East,East,1,regular,,,,,,a
1997,280,1997-07-27,New York Red Bulls,DC United,2-1,2,1,East,East,3,regular,,,,,,h
1997,281,1997-07-27,Colorado Rapids,LA Galaxy,1-2,1,2,West,West,3,regular,,,,,,a
1997,282,1997-07-30,DC United,Columbus Crew,4-2,4,2,East,East,6,regular,,,,,,h
1997,283,1997-08-02,DC United,Colorado Rapids,2-3,2,3,East,West,5,regular,,,,,,a
1997,284,1997-08-02,FC Dallas,Sporting Kansas City,1-2,1,2,West,West,3,regular,,,,,,a
1997,285,1997-08-02,LA Galaxy,Columbus Crew,1-2,1,2,West,East,3,regular,,,,,,a
1997,286,1997-08-03,New England Revolution,San Jose Earthquakes,1-5,1,5,East,West,6,regular,,,,,,a
1997,287,1997-08-03,New York Red Bulls,Tampa Bay Mutiny,2-3,2,3,East,East,5,regular,,,,,,a
1997,288,1997-08-09,DC United,LA Galaxy,4-2,4,2,East,West,6,regular,,,,,,h
1997,289,1997-08-09,Tampa Bay Mutiny,Sporting Kansas City,0-2,0,2,East,West,2,regular,,,,,,a
1997,290,1997-08-09,Colorado Rapids,New England Revolution,3-0,3,0,West,East,3,regular,,,,,,h
1997,291,1997-08-09,San Jose Earthquakes,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,,h
1997,292,1997-08-14,New England Revolution,LA Galaxy,1-2,1,2,East,West,3,regular,,,,,,a
1997,293,1997-08-15,Tampa Bay Mutiny,FC Dallas,2-1,2,1,East,West,3,regular,,,,,,h
1997,294,1997-08-15,Colorado Rapids,New York Red Bulls,2-0,2,0,West,East,2,regular,,,,,,h
1997,295,1997-08-16,Columbus Crew,DC United,2-0,2,0,East,East,2,regular,,,,,,h
1997,296,1997-08-17,Sporting Kansas City,New York Red Bulls,4-3,4,3,West,East,7,regular,,,,,,h
1997,297,1997-08-17,LA Galaxy,San Jose Earthquakes,2-3,2,3,West,West,5,regular,,,,,,a
1997,298,1997-08-23,Columbus Crew,New England Revolution,2-1,2,1,East,East,3,regular,,,,,,h
1997,299,1997-08-23,FC Dallas,New York Red Bulls,1-2,1,2,West,East,3,regular,,,,,,a
1997,300,1997-08-24,San Jose Earthquakes,Sporting Kansas City,2-3,2,3,West,West,5,regular,,,,,,a
1997,301,1997-08-27,DC United,New England Revolution,3-2,3,2,East,East,5,regular,,,,,,h
1997,302,1997-08-28,Sporting Kansas City,Colorado Rapids,1-0,1,0,West,West,1,regular,,,,,,h
1997,303,1997-08-29,New York Red Bulls,San Jose Earthquakes,3-0,3,0,East,West,3,regular,,,,,,h
1997,304,1997-08-30,Columbus Crew,LA Galaxy,2-0,2,0,East,West,2,regular,,,,,,h
1997,305,1997-08-30,Tampa Bay Mutiny,New England Revolution,4-0,4,0,East,East,4,regular,,,,,,h
1997,306,1997-08-31,DC United,Sporting Kansas City,2-0,2,0,East,West,2,regular,,,,,,h
1997,307,1997-08-31,FC Dallas,Colorado Rapids,4-1,4,1,West,West,5,regular,,,,,,h
1997,308,1997-09-04,LA Galaxy,New York Red Bulls,1-3,1,3,West,East,4,regular,,,,,,a
1997,309,1997-09-06,FC Dallas,Columbus Crew,3-0,3,0,West,East,3,regular,,,,,,h
1997,310,1997-09-06,Colorado Rapids,Sporting Kansas City,1-2,1,2,West,West,3,regular,,,,,,a
1997,311,1997-09-06,San Jose Earthquakes,New York Red Bulls,4-0,4,0,West,East,4,regular,,,,,,h
1997,312,1997-09-07,LA Galaxy,Tampa Bay Mutiny,6-1,6,1,West,East,7,regular,,,,,,h
1997,313,1997-09-09,New York Red Bulls,New England Revolution,3-1,3,1,East,East,4,regular,,,,,,h
1997,314,1997-09-10,LA Galaxy,Colorado Rapids,2-0,2,0,West,West,2,regular,,,,,,h
1997,315,1997-09-11,San Jose Earthquakes,FC Dallas,0-1,0,1,West,West,1,regular,,,,,,a
1997,316,1997-09-12,New England Revolution,Columbus Crew,1-0,1,0,East,East,1,regular,,,,,,h
1997,317,1997-09-12,Sporting Kansas City,New York Red Bulls,0-1,0,1,West,East,1,regular,,,,,,a
1997,318,1997-09-13,Tampa Bay Mutiny,DC United,1-2,1,2,East,East,3,regular,,,,,,a
1997,319,1997-09-14,Columbus Crew,Sporting Kansas City,4-0,4,0,East,West,4,regular,,,,,,h
1997,320,1997-09-14,FC Dallas,LA Galaxy,1-3,1,3,West,West,4,regular,,,,,,a
1997,321,1997-09-16,New York Red Bulls,FC Dallas,0-1,0,1,East,West,1,regular,,,,,,a
1997,322,1997-09-16,DC United,New England Revolution,3-2,3,2,East,East,5,regular,,,,,,h
1997,323,1997-09-17,Colorado Rapids,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,,a
1997,324,1997-09-18,Tampa Bay Mutiny,Columbus Crew,2-1,2,1,East,East,3,regular,,,,,,h
1997,325,1997-09-19,LA Galaxy,FC Dallas,2-1,2,1,West,West,3,regular,,,,,,h
1997,326,1997-09-20,New England Revolution,New York Red Bulls,3-2,3,2,East,East,5,regular,,,,,,h
1997,327,1997-09-21,DC United,Tampa Bay Mutiny,1-2,1,2,East,East,3,regular,,,,,,a
1997,328,1997-09-21,San Jose Earthquakes,LA Galaxy,2-3,2,3,West,West,5,regular,,,,,,a
1997,329,1997-09-25,New York Red Bulls,Columbus Crew,0-1,0,1,East,East,1,regular,,,,,,a
1997,330,1997-09-25,FC Dallas,New England Revolution,1-2,1,2,West,East,3,regular,,,,,,a
1997,331,1997-09-26,Tampa Bay Mutiny,DC United,1-5,1,5,East,East,6,regular,,,,,,a
1997,332,1997-09-26,Sporting Kansas City,Colorado Rapids,5-2,5,2,West,West,7,regular,,,,,,h
1997,333,1997-09-28,Columbus Crew,Tampa Bay Mutiny,2-1,2,1,East,East,3,regular,,,,,,h
1997,334,1997-09-28,DC United,New York Red Bulls,1-3,1,3,East,East,4,regular,,,,,,a
1997,335,1997-09-28,LA Galaxy,Sporting Kansas City,2-0,2,0,West,West,2,regular,,,,,,h
1997,336,1997-09-28,San Jose Earthquakes,Colorado Rapids,1-3,1,3,West,West,4,regular,,,,,,a
1997,337,1997-10-04,Sporting Kansas City,Colorado Rapids,0-3,0,3,West,West,3,conf_semi,1.0,,,,,a
1997,338,1997-10-05,LA Galaxy,FC Dallas,0-0,0,0,West,West,0,conf_semi,1.0,0.0,0.0,0.0,1.0,a
1997,339,1997-10-05,DC United,New England Revolution,4-1,4,1,East,East,5,conf_semi,1.0,,,,,h
1997,340,1997-10-05,Tampa Bay Mutiny,Columbus Crew,1-2,1,2,East,East,3,conf_semi,1.0,,,,,a
1997,341,1997-10-08,Colorado Rapids,Sporting Kansas City,3-2,3,2,West,West,5,conf_semi,2.0,,,,,h
1997,342,1997-10-08,FC Dallas,LA Galaxy,3-0,3,0,West,West,3,conf_semi,2.0,,,,,h
1997,343,1997-10-08,New England Revolution,DC United,1-1,1,1,East,East,2,conf_semi,2.0,1.0,1.0,1.0,2.0,a
1997,344,1997-10-08,Columbus Crew,Tampa Bay Mutiny,2-0,2,0,East,East,2,conf_semi,2.0,,,,,h
1997,345,1997-10-12,DC United,Columbus Crew,3-2,3,2,East,East,5,conf_final,1.0,,,,,h
1997,346,1997-10-12,FC Dallas,Colorado Rapids,0-1,0,1,West,West,1,conf_final,1.0,,,,,a
1997,347,1997-10-15,Columbus Crew,DC United,0-1,0,1,East,East,1,conf_final,2.0,,,,,a
1997,348,1997-10-15,Colorado Rapids,FC Dallas,2-1,2,1,West,West,3,conf_final,2.0,,,,,h
1997,349,1997-10-26,DC United,Colorado Rapids,2-1,2,1,East,West,3,mls_final,,,,,,h
1998,350,1998-03-14,Miami Fusion,DC United,0-2,0,2,East,East,2,regular,,,,,,a
1998,351,1998-03-20,DC United,Sporting Kansas City,3-2,3,2,East,West,5,regular,,,,,,h
1998,352,1998-03-20,FC Dallas,Colorado Rapids,2-1,2,1,West,West,3,regular,,,,,,h
1998,353,1998-03-20,LA Galaxy,San Jose Earthquakes,4-3,4,3,West,West,7,regular,,,,,,h
1998,354,1998-03-20,Miami Fusion,Chicago Fire,0-2,0,2,East,West,2,regular,,,,,,a
1998,355,1998-03-20,Tampa Bay Mutiny,Columbus Crew,1-2,1,2,East,East,3,regular,,,,,,a
1998,356,1998-03-25,Tampa Bay Mutiny,Miami Fusion,0-1,0,1,East,East,1,regular,,,,,,a
1998,357,1998-03-27,San Jose Earthquakes,Colorado Rapids,2-3,2,3,West,West,5,regular,,,,,,a
1998,358,1998-03-27,LA Galaxy,New York Red Bulls,3-2,3,2,West,East,5,regular,,,,,,h
1998,359,1998-03-28,DC United,New England Revolution,2-1,2,1,East,East,3,regular,,,,,,h
1998,360,1998-03-28,FC Dallas,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,,h
1998,361,1998-04-03,Chicago Fire,Tampa Bay Mutiny,2-0,2,0,West,East,2,regular,,,,,,h
1998,362,1998-04-03,Colorado Rapids,LA Galaxy,0-1,0,1,West,West,1,regular,,,,,,a
1998,363,1998-04-03,Columbus Crew,DC United,2-1,2,1,East,East,3,regular,,,,,,h
1998,364,1998-04-03,Miami Fusion,New England Revolution,2-1,2,1,East,East,3,regular,,,,,,h
1998,365,1998-04-03,Sporting Kansas City,New York Red Bulls,2-0,2,0,West,East,2,regular,,,,,,h
1998,366,1998-04-04,San Jose Earthquakes,FC Dallas,2-3,2,3,West,West,5,regular,,,,,,a
1998,367,1998-04-07,Sporting Kansas City,Chicago Fire,1-0,1,0,West,West,1,regular,,,,,,h
1998,368,1998-04-10,Columbus Crew,New England Revolution,3-2,3,2,East,East,5,regular,,,,,,h
1998,369,1998-04-10,DC United,Colorado Rapids,4-3,4,3,East,West,7,regular,,,,,,h
1998,370,1998-04-10,San Jose Earthquakes,Chicago Fire,1-0,1,0,West,West,1,regular,,,,,,h
1998,371,1998-04-10,Miami Fusion,Sporting Kansas City,2-1,2,1,East,West,3,regular,,,,,,h
1998,372,1998-04-10,Tampa Bay Mutiny,FC Dallas,3-1,3,1,East,West,4,regular,,,,,,h
1998,373,1998-04-10,New York Red Bulls,LA Galaxy,2-3,2,3,East,West,5,regular,,,,,,a
1998,374,1998-04-16,Chicago Fire,New York Red Bulls,0-1,0,1,West,East,1,regular,,,,,,a
1998,375,1998-04-17,Columbus Crew,Miami Fusion,5-1,5,1,East,East,6,regular,,,,,,h
1998,376,1998-04-17,FC Dallas,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,,a
1998,377,1998-04-17,New England Revolution,DC United,2-1,2,1,East,East,3,regular,,,,,,h
1998,378,1998-04-17,Sporting Kansas City,LA Galaxy,1-2,1,2,West,West,3,regular,,,,,,a
1998,379,1998-04-18,Colorado Rapids,Tampa Bay Mutiny,3-0,3,0,West,East,3,regular,,,,,,h
1998,380,1998-04-24,Colorado Rapids,Chicago Fire,5-4,5,4,West,West,9,regular,,,,,,h
1998,381,1998-04-24,FC Dallas,Sporting Kansas City,3-1,3,1,West,West,4,regular,,,,,,h
1998,382,1998-04-24,LA Galaxy,Tampa Bay Mutiny,5-1,5,1,West,East,6,regular,,,,,,h
1998,383,1998-04-24,New England Revolution,Miami Fusion,3-0,3,0,East,East,3,regular,,,,,,h
1998,384,1998-04-24,New York Red Bulls,San Jose Earthquakes,4-3,4,3,East,West,7,regular,,,,,,h
1998,385,1998-04-25,DC United,Columbus Crew,2-1,2,1,East,East,3,regular,,,,,,h
1998,386,1998-04-28,DC United,San Jose Earthquakes,3-1,3,1,East,West,4,regular,,,,,,h
1998,387,1998-04-28,Sporting Kansas City,LA Galaxy,0-2,0,2,West,West,2,regular,,,,,,a
1998,388,1998-04-29,Tampa Bay Mutiny,Columbus Crew,0-1,0,1,East,East,1,regular,,,,,,a
1998,389,1998-05-01,Chicago Fire,DC United,1-3,1,3,West,East,4,regular,,,,,,a
1998,390,1998-05-01,Miami Fusion,Colorado Rapids,3-2,3,2,East,West,5,regular,,,,,,h
1998,391,1998-05-02,San Jose Earthquakes,New England Revolution,1-3,1,3,West,East,4,regular,,,,,,a
1998,392,1998-05-02,Tampa Bay Mutiny,New York Red Bulls,0-1,0,1,East,East,1,regular,,,,,,a
1998,393,1998-05-05,LA Galaxy,Colorado Rapids,7-4,7,4,West,West,11,regular,,,,,,h
1998,394,1998-05-05,New York Red Bulls,FC Dallas,0-1,0,1,East,West,1,regular,,,,,,a
1998,395,1998-05-08,Colorado Rapids,San Jose Earthquakes,2-3,2,3,West,West,5,regular,,,,,,a
1998,396,1998-05-08,DC United,New York Red Bulls,2-0,2,0,East,East,2,regular,,,,,,h
1998,397,1998-05-08,Miami Fusion,Columbus Crew,2-0,2,0,East,East,2,regular,,,,,,h
1998,398,1998-05-09,New England Revolution,Tampa Bay Mutiny,4-3,4,3,East,East,7,regular,,,,,,h
1998,399,1998-05-12,DC United,New England Revolution,3-2,3,2,East,East,5,regular,,,,,,h
1998,400,1998-05-12,Tampa Bay Mutiny,Sporting Kansas City,2-1,2,1,East,West,3,regular,,,,,,h
1998,401,1998-05-15,FC Dallas,Colorado Rapids,2-1,2,1,West,West,3,regular,,,,,,h
1998,402,1998-05-15,San Jose Earthquakes,Miami Fusion,2-0,2,0,West,East,2,regular,,,,,,h
1998,403,1998-05-15,Tampa Bay Mutiny,Chicago Fire,1-2,1,2,East,West,3,regular,,,,,,a
1998,404,1998-05-15,New England Revolution,Sporting Kansas City,1-3,1,3,East,West,4,regular,,,,,,a
1998,405,1998-05-15,New York Red Bulls,DC United,4-3,4,3,East,East,7,regular,,,,,,h
1998,406,1998-05-16,Columbus Crew,LA Galaxy,2-4,2,4,East,West,6,regular,,,,,,a
1998,407,1998-05-19,Chicago Fire,LA Galaxy,3-1,3,1,West,West,4,regular,,,,,,h
1998,408,1998-05-19,FC Dallas,Sporting Kansas City,1-2,1,2,West,West,3,regular,,,,,,a
1998,409,1998-05-21,New England Revolution,Columbus Crew,0-2,0,2,East,East,2,regular,,,,,,a
1998,410,1998-05-22,Chicago Fire,Colorado Rapids,5-0,5,0,West,West,5,regular,,,,,,h
1998,411,1998-05-22,DC United,Tampa Bay Mutiny,3-2,3,2,East,East,5,regular,,,,,,h
1998,412,1998-05-22,LA Galaxy,FC Dallas,4-1,4,1,West,West,5,regular,,,,,,h
1998,413,1998-05-22,New York Red Bulls,Miami Fusion,4-2,4,2,East,East,6,regular,,,,,,h
1998,414,1998-05-22,Sporting Kansas City,San Jose Earthquakes,0-1,0,1,West,West,1,regular,,,,,,a
1998,415,1998-05-26,Sporting Kansas City,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,,h
1998,416,1998-05-27,Colorado Rapids,Miami Fusion,3-0,3,0,West,East,3,regular,,,,,,h
1998,417,1998-05-29,Columbus Crew,San Jose Earthquakes,4-1,4,1,East,West,5,regular,,,,,,h
1998,418,1998-05-29,LA Galaxy,Chicago Fire,1-2,1,2,West,West,3,regular,,,,,,a
1998,419,1998-05-29,Tampa Bay Mutiny,DC United,1-2,1,2,East,East,3,regular,,,,,,a
1998,420,1998-05-30,Colorado Rapids,Sporting Kansas City,2-1,2,1,West,West,3,regular,,,,,,h
1998,421,1998-05-30,FC Dallas,Miami Fusion,2-0,2,0,West,East,2,regular,,,,,,h
1998,422,1998-05-30,New England Revolution,New York Red Bulls,1-2,1,2,East,East,3,regular,,,,,,a
1998,423,1998-06-02,San Jose Earthquakes,DC United,0-4,0,4,West,East,4,regular,,,,,,a
1998,424,1998-06-02,New York Red Bulls,Tampa Bay Mutiny,1-2,1,2,East,East,3,regular,,,,,,a
1998,425,1998-06-03,FC Dallas,LA Galaxy,1-8,1,8,West,West,9,regular,,,,,,a
1998,426,1998-06-05,Chicago Fire,Columbus Crew,2-0,2,0,West,East,2,regular,,,,,,h
1998,427,1998-06-05,Colorado Rapids,San Jose Earthquakes,2-0,2,0,West,West,2,regular,,,,,,h
1998,428,1998-06-05,Sporting Kansas City,Tampa Bay Mutiny,1-0,1,0,West,East,1,regular,,,,,,h
1998,429,1998-06-06,DC United,FC Dallas,4-5,4,5,East,West,9,regular,,,,,,a
1998,430,1998-06-06,LA Galaxy,New England Revolution,5-1,5,1,West,East,6,regular,,,,,,h
1998,431,1998-06-06,Miami Fusion,New York Red Bulls,1-2,1,2,East,East,3,regular,,,,,,a
1998,432,1998-06-10,Chicago Fire,San Jose Earthquakes,5-2,5,2,West,West,7,regular,,,,,,h
1998,433,1998-06-12,Columbus Crew,DC United,3-4,3,4,East,East,7,regular,,,,,,a
1998,434,1998-06-12,New York Red Bulls,Miami Fusion,3-1,3,1,East,East,4,regular,,,,,,h
1998,435,1998-06-13,New England Revolution,Chicago Fire,1-3,1,3,East,West,4,regular,,,,,,a
1998,436,1998-06-16,Chicago Fire,FC Dallas,1-0,1,0,West,West,1,regular,,,,,,h
1998,437,1998-06-17,LA Galaxy,Colorado Rapids,2-1,2,1,West,West,3,regular,,,,,,h
1998,438,1998-06-19,Columbus Crew,New York Red Bulls,2-1,2,1,East,East,3,regular,,,,,,h
1998,439,1998-06-20,FC Dallas,Tampa Bay Mutiny,0-1,0,1,West,East,1,regular,,,,,,a
1998,440,1998-06-23,Chicago Fire,Sporting Kansas City,4-1,4,1,West,West,5,regular,,,,,,h
1998,441,1998-06-23,New York Red Bulls,New England Revolution,5-3,5,3,East,East,8,regular,,,,,,h
1998,442,1998-06-24,Colorado Rapids,DC United,3-1,3,1,West,East,4,regular,,,,,,h
1998,443,1998-06-26,San Jose Earthquakes,LA Galaxy,1-2,1,2,West,West,3,regular,,,,,,a
1998,444,1998-06-26,Miami Fusion,Tampa Bay Mutiny,2-1,2,1,East,East,3,regular,,,,,,h
1998,445,1998-06-26,New England Revolution,FC Dallas,3-4,3,4,East,West,7,regular,,,,,,a
1998,446,1998-06-30,Chicago Fire,FC Dallas,4-1,4,1,West,West,5,regular,,,,,,h
1998,447,1998-06-30,Sporting Kansas City,New England Revolution,1-0,1,0,West,East,1,regular,,,,,,h
1998,448,1998-07-01,DC United,Miami Fusion,3-1,3,1,East,East,4,regular,,,,,,h
1998,449,1998-07-02,San Jose Earthquakes,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,,h
1998,450,1998-07-03,Colorado Rapids,New York Red Bulls,1-0,1,0,West,East,1,regular,,,,,,h
1998,451,1998-07-03,FC Dallas,Chicago Fire,0-1,0,1,West,West,1,regular,,,,,,a
1998,452,1998-07-03,LA Galaxy,Sporting Kansas City,2-0,2,0,West,West,2,regular,,,,,,h
1998,453,1998-07-03,Tampa Bay Mutiny,New England Revolution,2-3,2,3,East,East,5,regular,,,,,,a
1998,454,1998-07-08,Columbus Crew,Chicago Fire,3-0,3,0,East,West,3,regular,,,,,,h
1998,455,1998-07-10,Colorado Rapids,New England Revolution,2-1,2,1,West,East,3,regular,,,,,,h
1998,456,1998-07-10,DC United,LA Galaxy,3-0,3,0,East,West,3,regular,,,,,,h
1998,457,1998-07-10,New York Red Bulls,Tampa Bay Mutiny,1-2,1,2,East,East,3,regular,,,,,,a
1998,458,1998-07-10,Sporting Kansas City,FC Dallas,2-0,2,0,West,West,2,regular,,,,,,h
1998,459,1998-07-14,Miami Fusion,San Jose Earthquakes,3-2,3,2,East,West,5,regular,,,,,,h
1998,460,1998-07-14,Tampa Bay Mutiny,LA Galaxy,1-3,1,3,East,West,4,regular,,,,,,a
1998,461,1998-07-14,New England Revolution,DC United,0-1,0,1,East,East,1,regular,,,,,,a
1998,462,1998-07-17,DC United,Chicago Fire,4-1,4,1,East,West,5,regular,,,,,,h
1998,463,1998-07-17,FC Dallas,New England Revolution,1-3,1,3,West,East,4,regular,,,,,,a
1998,464,1998-07-17,San Jose Earthquakes,Tampa Bay Mutiny,0-1,0,1,West,East,1,regular,,,,,,a
1998,465,1998-07-17,LA Galaxy,Miami Fusion,2-3,2,3,West,East,5,regular,,,,,,a
1998,466,1998-07-18,New York Red Bulls,Columbus Crew,3-0,3,0,East,East,3,regular,,,,,,h
1998,467,1998-07-18,Sporting Kansas City,Colorado Rapids,4-1,4,1,West,West,5,regular,,,,,,h
1998,468,1998-07-24,Columbus Crew,FC Dallas,1-2,1,2,East,West,3,regular,,,,,,a
1998,469,1998-07-24,San Jose Earthquakes,Sporting Kansas City,2-1,2,1,West,West,3,regular,,,,,,h
1998,470,1998-07-24,LA Galaxy,DC United,0-1,0,1,West,East,1,regular,,,,,,a
1998,471,1998-07-24,Tampa Bay Mutiny,Colorado Rapids,2-3,2,3,East,West,5,regular,,,,,,a
1998,472,1998-07-24,New York Red Bulls,Chicago Fire,3-2,3,2,East,West,5,regular,,,,,,h
1998,473,1998-07-25,New England Revolution,Miami Fusion,1-2,1,2,East,East,3,regular,,,,,,a
1998,474,1998-07-28,DC United,Tampa Bay Mutiny,3-2,3,2,East,East,5,regular,,,,,,h
1998,475,1998-07-28,FC Dallas,LA Galaxy,3-0,3,0,West,West,3,regular,,,,,,h
1998,476,1998-07-28,San Jose Earthquakes,Chicago Fire,3-0,3,0,West,West,3,regular,,,,,,h
1998,477,1998-07-28,Miami Fusion,Columbus Crew,3-2,3,2,East,East,5,regular,,,,,,h
1998,478,1998-07-28,New England Revolution,Colorado Rapids,1-3,1,3,East,West,4,regular,,,,,,a
1998,479,1998-07-28,New York Red Bulls,Sporting Kansas City,3-2,3,2,East,West,5,regular,,,,,,h
1998,480,1998-08-04,Colorado Rapids,LA Galaxy,1-6,1,6,West,West,7,regular,,,,,,a
1998,481,1998-08-04,New England Revolution,San Jose Earthquakes,3-0,3,0,East,West,3,regular,,,,,,h
1998,482,1998-08-05,Tampa Bay Mutiny,Miami Fusion,3-1,3,1,East,East,4,regular,,,,,,h
1998,483,1998-08-06,FC Dallas,DC United,0-1,0,1,West,East,1,regular,,,,,,a
1998,484,1998-08-07,Chicago Fire,LA Galaxy,1-2,1,2,West,West,3,regular,,,,,,a
1998,485,1998-08-07,Columbus Crew,New England Revolution,6-1,6,1,East,East,7,regular,,,,,,h
1998,486,1998-08-07,Sporting Kansas City,Colorado Rapids,3-1,3,1,West,West,4,regular,,,,,,h
1998,487,1998-08-08,San Jose Earthquakes,New York Red Bulls,5-1,5,1,West,East,6,regular,,,,,,h
1998,488,1998-08-11,New York Red Bulls,Columbus Crew,3-1,3,1,East,East,4,regular,,,,,,h
1998,489,1998-08-12,LA Galaxy,Sporting Kansas City,3-0,3,0,West,West,3,regular,,,,,,h
1998,490,1998-08-13,Tampa Bay Mutiny,New England Revolution,1-2,1,2,East,East,3,regular,,,,,,a
1998,491,1998-08-14,Chicago Fire,San Jose Earthquakes,2-1,2,1,West,West,3,regular,,,,,,h
1998,492,1998-08-14,Colorado Rapids,FC Dallas,0-1,0,1,West,West,1,regular,,,,,,a
1998,493,1998-08-14,Miami Fusion,New York Red Bulls,3-1,3,1,East,East,4,regular,,,,,,h
1998,494,1998-08-15,Columbus Crew,Sporting Kansas City,5-3,5,3,East,West,8,regular,,,,,,h
1998,495,1998-08-17,New York Red Bulls,Colorado Rapids,4-1,4,1,East,West,5,regular,,,,,,h
1998,496,1998-08-18,Miami Fusion,FC Dallas,2-1,2,1,East,West,3,regular,,,,,,h
1998,497,1998-08-20,Colorado Rapids,Chicago Fire,0-2,0,2,West,West,2,regular,,,,,,a
1998,498,1998-08-21,Columbus Crew,Tampa Bay Mutiny,3-1,3,1,East,East,4,regular,,,,,,h
1998,499,1998-08-21,DC United,New York Red Bulls,2-1,2,1,East,East,3,regular,,,,,,h
1998,500,1998-08-21,San Jose Earthquakes,FC Dallas,2-1,2,1,West,West,3,regular,,,,,,h
1998,501,1998-08-21,New England Revolution,LA Galaxy,1-5,1,5,East,West,6,regular,,,,,,a
1998,502,1998-08-22,Sporting Kansas City,Miami Fusion,2-0,2,0,West,East,2,regular,,,,,,h
1998,503,1998-08-25,Sporting Kansas City,DC United,1-2,1,2,West,East,3,regular,,,,,,a
1998,504,1998-08-28,FC Dallas,New York Red Bulls,2-0,2,0,West,East,2,regular,,,,,,h
1998,505,1998-08-28,San Jose Earthquakes,Colorado Rapids,1-3,1,3,West,West,4,regular,,,,,,a
1998,506,1998-08-28,LA Galaxy,Columbus Crew,0-3,0,3,West,East,3,regular,,,,,,a
1998,507,1998-08-28,Tampa Bay Mutiny,DC United,3-2,3,2,East,East,5,regular,,,,,,h
1998,508,1998-08-28,Sporting Kansas City,Chicago Fire,2-3,2,3,West,West,5,regular,,,,,,a
1998,509,1998-08-29,Miami Fusion,New England Revolution,3-2,3,2,East,East,5,regular,,,,,,h
1998,510,1998-09-01,Chicago Fire,Miami Fusion,3-2,3,2,West,East,5,regular,,,,,,h
